Scaled_Voltage window (V),Scaled_Specific surface area (m2/g),Scaled_Pore size (nm),Scaled_Id/Ig,Scaled_N (at. %),Scaled_O (at. %),Capacitance (F/g)
5.169956147217914,-0.7438138353937442,-1.0937408423844668,-0.7863679416203467,-0.7079731033166107,-0.9707958214750045,1.9
-0.4215257069283879,0.6216085261094885,0.3993208000568557,-0.7640809134607569,-0.5820462639686628,0.18641365569571608,238.2
0.008803760967588746,-1.13898557748912,2.7567865512799963,-0.9458734885950245,-0.7079731033166107,-0.9707958214750045,137.0
-0.4215257069283879,-0.337434005876365,0.9258214844966904,0.8344292170702604,2.7611411493148297,-0.1795492783306711,166.7
0.008803760967588746,0.40010436540865935,0.16357422493454177,0.4068804394215918,0.7759215441348835,-0.005237756138551511,302.0
0.008803760967588746,-0.9668201109037077,-1.20375591077488,-0.4641809724662195,-0.7079731033166107,-0.9707958214750045,127.6
-0.8751272709858315,2.0281657239244035,0.2421564166419795,-0.5476463091558427,0.06800850131398706,0.8544557198037347,330.0
0.008803760967588746,-0.8556636150277569,0.7372242243988394,2.7640949013408154,0.34708960473376355,-0.38671532826580796,184.0
0.008803760967588746,-0.7241707955819857,-0.6222476921398387,-0.4026811737507721,1.2728220453457049,1.1976030095641377,175.0
0.008803760967588746,-1.2943273582122263,1.5387625798147073,-1.5996002543175025,0.27902104292406193,0.1973651649433886,270.0
-0.4215257069283879,2.0524306554565754,0.6350673751791697,-0.4641809724662195,-0.13960061220560266,0.3068802574201129,312.0
0.008803760967588746,0.5202735501394169,-0.14289632272446665,-0.6761278559806414,-0.3676302942681029,0.1791126495306011,266.0
0.008803760967588746,-0.7311036331626064,-1.1094572807259544,-0.5687815476477521,0.31645875191939776,0.6737558172171394,325.0
5.169956147217914,0.29726727462945335,-1.0937408423844668,-0.7198679472141633,-0.7079731033166107,0.5806679886119238,115.0
-1.8632780939418705,-0.24464952958905903,-1.0151586506770287,0.058613995626348815,-0.7079731033166107,-0.9707958214750045,125.0
0.008803760967588746,0.5480049004618994,-1.1723230340919049,1.8655595287190938,-0.7079731033166107,-0.3137052666146584,220.0
0.008803760967588746,-0.03204251045002644,-0.9365764589695907,-0.4026811737507721,2.423180739929661,1.8583440675070413,236.0
-0.8751272709858315,1.8647818516077772,-1.0780244040429792,-0.5476463091558427,-0.044304625672020474,0.5989205040247111,374.7
-0.4215257069283879,-0.7438138353937442,-1.0937408423844668,-0.7863679416203467,-0.7079731033166107,-0.9707958214750045,174.4
0.008803760967588746,-1.0973885520053963,-1.0780244040429792,0.0037184123888781627,-0.5241879864304164,-0.6422505440448315,22.2
0.008803760967588746,-1.0234382844787762,-1.164464814921161,-0.5772663215335152,-0.7079731033166107,-0.9707958214750045,198.0
-0.4215257069283879,-0.18837799789302154,-0.07217235018777253,-0.7419146827948182,-0.4050680032634387,0.7175618542078293,198.2
-0.4215257069283879,-0.47042894013127073,0.4543283342520622,0.5382864279669842,2.7230227547013968,-0.32830727894488837,222.6
-1.8632780939418705,0.15861052301704082,-0.30791892531008647,-0.27252190389500935,-0.7079731033166107,-0.9707958214750045,200.0
-0.4215257069283879,0.5098742937684859,-0.017164815992565863,0.2883312825329133,-0.14981089647705792,2.4935316038720425,304.0
0.008803760967588746,1.3984329770180297,0.5564851834717319,-0.5476463091558427,1.4361865936889884,0.7084355965014354,341.0
0.008803760967588746,0.1424339019955927,1.5466207989854508,-0.6761278559806414,0.4730164440817115,1.347273635948994,289.0
0.008803760967588746,1.6884566824739926,0.18714888244677302,-0.18477852415833154,-0.7079731033166107,-0.9707958214750045,307.0
0.008803760967588746,-1.0985440249354996,-1.0780244040429792,-0.36218916429071707,-0.36082343808713274,-0.45059913221056386,29.6
-0.8751272709858315,-1.338651299810994,1.0829858679115667,-0.9458734885950245,-0.10896975939123694,1.712323944204742,240.0
0.008803760967588746,0.06617268860876578,0.4779029917642938,-0.6113825531301007,2.3551121781199598,0.5806679886119238,190.0
0.008803760967588746,-1.3740087714721594,1.499471483960988,-0.22354335985610696,1.1639123464501824,0.27037522659453805,160.0
0.008803760967588746,1.9773249149998522,0.44647011508131856,-0.7198679472141633,-0.12939032793414743,0.08602482092538545,390.0
0.008803760967588746,-0.1868758830838871,0.7922317585940458,-0.07064108241808162,-0.7079731033166107,-0.9707958214750045,132.0
0.008803760967588746,-1.2725813576676794,1.5859118948391697,-0.42307852050245665,0.3811238856386144,1.091738420169971,290.0
-0.8751272709858315,-1.2655098633354465,1.4051728539120623,-0.4026811737507721,-0.7079731033166107,-0.9707958214750045,185.0
0.008803760967588746,-1.2759091197063774,0.8550975119599963,2.726401919808788,2.423180739929661,-0.5327354515681072,75.6
0.008803760967588746,1.1788931202983766,0.12428312908082254,-0.4641809724662195,-0.2314931706486998,-0.14943262789957193,355.0
0.008803760967588746,0.20309623082602318,-1.0151586506770287,-1.0398927912605693,-0.7079731033166107,-0.9707958214750045,243.7
1.1813484963474208,0.9270000215358271,-0.6458223496520701,-0.20411501193516068,-0.7079731033166107,-0.9707958214750045,224.0
0.008803760967588746,-1.324554530063732,0.3207386083494176,-0.10833406395010939,-0.20086231783433406,0.3671135582823113,12.0
0.008803760967588746,-0.3266881076264031,0.006409841519665566,-0.5057007153385632,1.7356882656516754,0.22839444114512716,277.0
0.008803760967588746,0.5605995554000269,1.9246011410982276,-0.5900265800789144,0.193935340661935,2.0116651969744552,306.5
0.008803760967588746,-0.3997602157261445,3.0632570989390047,0.2190133595745332,1.1945431992645479,0.29045299354860427,260.0
1.1813484963474208,0.4047262571290731,-0.6458223496520701,-0.9926129635684163,-0.7079731033166107,-0.9707958214750045,234.0
0.008803760967588746,-0.6999058640498136,-1.1801812532626486,-0.5603143405941922,-0.7079731033166107,-0.9707958214750045,200.72
0.008803760967588746,0.03844133828628327,-0.5200908429201692,-0.38238505494295477,-0.3097720167298566,0.5076579269607742,159.0
0.008803760967588746,0.5274374823060582,-0.3157771444808303,1.13857941705057,-0.7079731033166107,-0.9707958214750045,149.0
0.008803760967588746,0.22793889882324708,-0.6693970071643015,1.7107649982831692,-0.7079731033166107,-0.9707958214750045,191.0
1.1813484963474208,1.7693397875812333,-0.6458223496520701,-0.9458734885950245,-0.7079731033166107,-0.9707958214750045,316.0
0.008803760967588746,-0.46210953503452606,1.5914126482586908,-0.8539671591338057,-0.3812440066300432,2.4497255668813525,272.0
