Scaled_Voltage window (V),Scaled_Specific surface area (m2/g),Scaled_Pore size (nm),Scaled_Id/Ig,Scaled_N (at. %),Scaled_O (at. %),Capacitance (F/g)
-0.1700016655212851,-1.1219729116754127,-0.9890279328258864,-0.371428989090568,-0.3309075043478343,-0.4639526181858607,29.6
-0.6794228688777361,-1.3625083681857413,0.850590660863145,-0.9345867273474556,-0.07015322150970747,1.5517733279779242,240.0
-0.1700016655212851,0.04482083309076234,0.33549745463021624,-0.6118589259654734,2.4810103024741275,0.4971319046686023,190.0
-0.1700016655212851,-1.3979288925804287,1.2051353352832128,-0.23765897952715437,1.2477130187802847,0.207956030535401,160.0
-0.1700016655212851,1.959381203967006,0.3087393659947394,-0.7165291845664836,-0.0912954606587448,0.03615154060920499,390.0
-0.1700016655212851,-0.2086789983614126,0.6030783409849844,-0.090133858240134,-0.6903255698814684,-0.948747465997404,132.0
-0.1700016655212851,-1.2963206039737079,1.278720079030774,-0.430177032682439,0.43726051806718796,0.9734215797115221,290.0
-0.6794228688777361,-1.2892364990947702,1.1248610693767822,-0.4104970049948505,-0.6903255698814684,-0.948747465997404,185.0
-0.1700016655212851,-1.2996543003873253,0.6565945182559381,2.6085447688050403,2.5514844329709185,-0.5404991731034728,75.6
-0.1700016655212851,1.1595255713941617,0.03446895748110187,-0.4698340234921787,-0.19700665640393134,-0.18328191682128303,355.0
-0.1700016655212851,0.18198855010940493,-0.9355117555549329,-1.025299627517811,-0.6903255698814684,-0.948747465997404,243.7
0.5057514515136894,0.9071832734189373,-0.6211042140880803,-0.2189138736237727,-0.6903255698814684,-0.948747465997404,224.0
-0.1700016655212851,-1.3483864597669442,0.201707011452832,-0.1265012803959987,-0.16529329768037537,0.29811086188281083,12.0
-0.1700016655212851,-0.3487405490724316,-0.06587387490193615,-0.5098936302271476,1.8396957149533293,0.16883223579973267,277.0
-0.1700016655212851,-0.5352191922091686,2.062063123834358,-0.5912539842512756,-0.17938812377973357,3.3157461601904523,220.0
-0.1700016655212851,0.5401294078779115,1.5670384840780367,-0.5912539842512756,0.24345665920101256,1.8307429947887774,306.5
-0.1700016655212851,-0.4219429661547857,2.5363502448981845,0.18933422688112686,1.2794263775038406,0.2266674106263729,260.0
0.5057514515136894,0.38397814183727946,-0.6211042140880803,-0.9796825024390731,-0.6903255698814684,-0.948747465997404,234.0
-0.1700016655212851,-0.7226238621274659,-1.0759917208911862,-0.5625866432074557,-0.6903255698814684,-0.948747465997404,200.72
-0.1700016655212851,0.01704002964394865,-0.5140718595461728,-0.39091464534038006,-0.27805190647524103,0.4290905225196137,159.0
-0.4180062580185668,-0.42513775855116925,-0.13276909649062826,-0.14481146346931356,0.03555797423547908,3.0180651132886274,232.0
-0.1700016655212851,0.5069081970894301,-0.3401442834155735,1.0765616536639955,-0.6903255698814684,-0.948747465997404,149.0
-0.1700016655212851,0.2068755198638422,-0.6411727805646878,1.6286250282872898,-0.6903255698814684,-0.948747465997404,191.0
0.5057514515136894,1.7510251781159032,-0.6211042140880803,-0.9345867273474556,-0.6903255698814684,-0.948747465997404,316.0
-0.1700016655212851,-0.48440347257103855,1.2834027445419829,-0.845912492875659,-0.35204974349687157,2.2389912876827083,272.0
-0.1700016655212851,-0.6219184496327662,-1.069302198732317,2.255235187595224,-0.6903255698814684,-0.3363750266565072,142.0
-0.1700016655212851,-0.7596649333898842,1.5262323989089346,-1.1417044515867976,1.3851375732490272,0.5192453538670238,243.0
-0.1700016655212851,-0.7307265964661199,-0.7348260907888567,-0.7806905555070491,-0.6903255698814684,-0.948747465997404,306.0
-0.1700016655212851,-0.6103431148632605,-1.069302198732317,-0.5789424692031969,-0.6903255698814684,-0.948747465997404,226.2
-0.1700016655212851,0.1686769151244734,1.0713448921058288,-0.39091464534038006,-0.6903255698814684,-0.948747465997404,245.0
4.260291071196378,0.7077402553403541,0.6432154739381997,1.0427496440972395,-0.36262086307139024,0.13991464838641257,307.9
3.1813854135884574,0.18198855010940493,-0.9355117555549329,-1.025299627517811,-0.6903255698814684,-0.948747465997404,121.0
-0.4180062580185668,-0.15427492494473577,-0.1394586186494975,0.06949481385867831,-0.0278687432116329,2.7748171721059935,267.0
-0.1700016655212851,0.7040361482141122,-0.2933176283034892,1.6867385584089984,-0.6903255698814684,-0.948747465997404,209.2
-0.4180062580185668,-0.8777333480388423,0.6030783409849844,1.9327344129025126,-0.6903255698814684,-0.948747465997404,140.0
-0.6794228688777361,2.034620879968793,0.46928789780760016,-0.4698340234921787,-0.10186658023326346,0.2419767216098953,255.0
-0.1700016655212851,1.4333979920406665,0.21508605577057044,-0.5098936302271476,-0.6903255698814684,-0.948747465997404,239.0
-0.1700016655212851,-1.1196578447215115,-0.9890279328258864,0.25621442751086726,-0.6903255698814684,-0.6867881447237982,2.59
-0.4180062580185668,2.010312676952831,0.13481178986413989,-0.5503641118905642,0.11307951778194912,0.7522870877273093,352.0
-0.1700016655212851,0.7660799425786627,-0.3000071504623584,1.8339461200506189,-0.6903255698814684,-0.948747465997404,236.5
-0.4180062580185668,1.1861488413640249,0.33549745463021624,-0.430177032682439,-0.30271785214911784,0.9223905430997806,315.0
-0.1700016655212851,2.345650125225411,-0.6211042140880803,2.691694212577246,-0.4683320588165767,-0.34828226853258026,247.0
-0.1700016655212851,-1.0268236598700757,1.2051353352832128,-0.23765897952715437,1.3886612797738669,0.6842457055783207,378.0
-0.1700016655212851,0.08000985079005979,-0.41372902716313487,1.0495352646375935,-0.6903255698814684,-0.948747465997404,126.0
-0.1700016655212851,-1.1682742507534356,-0.9890279328258864,0.0345756711728384,-0.6903255698814684,-0.32446778478043425,19.9
-0.6794228688777361,0.3249439345128004,-0.13276909649062826,-0.5707560816780177,1.1666677687089748,2.623425096824494,350.0
-0.6794228688777361,1.4720596101708157,-1.0826812430500554,-0.430177032682439,-0.24281484122684546,0.5243484575281977,227.0
-0.1700016655212851,-0.6363991934294179,0.38901363190116994,-0.018389384095956224,0.6839199748059565,0.6638332909336243,150.0
-0.1700016655212851,-0.7758704020671922,-1.0826812430500554,-0.5260320468826657,-0.6903255698814684,-0.948747465997404,182.0
-0.1700016655212851,-1.1208153781984622,-0.9890279328258864,-0.018389384095956224,-0.5000454175401327,-0.6425612463269557,10.6
-0.1700016655212851,0.8063621075765428,-0.49400329306956525,1.103404188280925,-0.6903255698814684,-0.948747465997404,174.0
-0.1700016655212851,-0.8061977791632972,0.6632840404148072,1.6403164068311322,2.4810103024741275,0.12290430284916533,216.0
-0.1700016655212851,0.8365737313249525,-0.06587387490193615,-0.44995570753741676,-0.40842904789430434,0.00383188408843537,374.0
-0.4180062580185668,-1.2122605228775571,1.7402971079927494,-0.371428989090568,-0.6903255698814684,-0.948747465997404,162.3
-0.1700016655212851,0.1478413125393631,-0.8017213123775488,-0.6118589259654734,-0.4789031783910955,1.075483652935005,248.0
-0.1700016655212851,1.9961907685340343,-0.6211042140880803,2.5487233480026257,1.0997173447370236,1.0771846874887296,189.0
3.750869867839928,1.4720596101708157,-1.0826812430500554,-0.430177032682439,-0.24281484122684546,0.5243484575281977,188.0
-0.1700016655212851,0.4325945478692034,-0.15952718512610498,-0.41442516596813633,-0.2850993195249201,-0.1951891586973561,224.0
-0.4180062580185668,0.2821151958656293,0.17494892281735516,1.6051378317265281,-0.30624155867395736,1.6436291938790593,204.0
-0.1700016655212851,-0.9205620866860135,-1.0759917208911862,-0.5789424692031969,-0.6903255698814684,-0.948747465997404,144.8
-0.1700016655212851,1.215087178287789,0.06791656827544808,-0.6743273130675709,2.30482497623215,0.41208017698236665,260.0
-0.6794228688777361,-0.7272539960352682,1.272030556871905,0.6353061367290488,-0.6903255698814684,0.8798646792566628,100.0
-0.1700016655212851,0.37529664076015024,-0.3468338055744427,2.0185168646345555,-0.6903255698814684,-0.948747465997404,204.4
-0.6794228688777361,-1.3979288925804287,0.850590660863145,-1.4871857585105184,-0.6903255698814684,-0.948747465997404,251.7
-0.1700016655212851,0.5703410316263213,-0.6679308692001645,-0.4698340234921787,1.60008367126424,1.738887128887643,285.0
2.804439059225448,-0.3510556160263328,-1.0024069771436248,-0.7378005965756165,-0.6903255698814684,0.29300775822163666,38.0
-0.4180062580185668,1.3655665302913633,0.26860223304152414,-1.435940397046144,-0.6903255698814684,-0.948747465997404,283.0
-0.4180062580185668,0.27632752848087644,-1.0024069771436248,-0.7165291845664836,-0.6903255698814684,0.4971319046686023,175.2
-0.1700016655212851,-0.5842060089537167,0.8572801830220141,0.4660629980803615,2.248445671834717,0.6230084616442311,323.0
-0.1700016655212851,-1.1196578447215115,-0.9890279328258864,0.25621442751086726,-0.6903255698814684,-0.6867881447237982,7.86
-0.1700016655212851,0.37726444767096623,-0.41372902716313487,1.0630715982277261,-0.6903255698814684,-0.948747465997404,133.0
-0.6794228688777361,-1.2284659915548652,0.7368687841623687,-0.07207507444515512,0.3667863875703969,-0.948747465997404,239.0
-0.1700016655212851,-1.1219729116754127,-0.9890279328258864,-0.371428989090568,-0.3309075043478343,-0.4639526181858607,29.7
-0.1700016655212851,1.0046475921781752,-0.3401442834155735,1.1300653530359794,-0.6903255698814684,-0.948747465997404,206.0
-0.4180062580185668,0.35388227143656464,0.001021346686755962,3.5900287995030444,-0.6903255698814684,-0.948747465997404,173.0
-0.4180062580185668,-0.3510556160263328,-1.0024069771436248,-0.7378005965756165,-0.6903255698814684,0.29300775822163666,147.2
-0.1700016655212851,-0.07556264851209699,0.001021346686755962,-0.39091464534038006,1.3252345623267547,0.0803784390060475,292.0
-0.4180062580185668,-0.44226925401003764,0.4291507648543852,0.4973793320782453,2.993357231185798,-0.5248496552092055,293.4
-0.1700016655212851,-1.3199111362339602,4.195351740297747,-0.845912492875659,-0.6903255698814684,-0.948747465997404,96.0
-0.1700016655212851,-1.1682742507534356,-0.9890279328258864,0.0345756711728384,-0.6903255698814684,-0.32446778478043425,34.6
-0.1700016655212851,-0.6890553912958993,-0.3802814163687888,0.40267468915796545,-0.6903255698814684,-0.948747465997404,177.0
